"Student_ID","subject","subject_score","tile","grade","points","total_points","student_total_score","a_student","avg_student_total_points_per_grade","avg_a_student_grade_score"
955,"Art",91,5,"B",8,42,584,1,38.88,568.817158931083
966,"Art",91,5,"B",8,37,559,1,38.88,568.817158931083
996,"Art",91,5,"B",8,49,609,1,38.88,568.817158931083
15,"Art",90,5,"B",8,31,545,1,38.88,568.817158931083
42,"Art",90,5,"B",8,51,607,1,38.88,568.817158931083
65,"Art",90,5,"B",8,56,626,1,38.88,568.817158931083
84,"Art",90,5,"B",8,51,605,1,38.88,568.817158931083
93,"Art",90,5,"B",8,25,509,0,38.88,568.817158931083
150,"Art",90,5,"B",8,31,543,1,38.88,568.817158931083
190,"Art",90,5,"B",8,33,559,0,38.88,568.817158931083
253,"Art",90,5,"B",8,39,563,1,38.88,568.817158931083
298,"Art",90,5,"B",8,50,606,1,38.88,568.817158931083
299,"Art",90,5,"B",8,39,576,1,38.88,568.817158931083
320,"Art",90,5,"B",8,38,564,1,38.88,568.817158931083
362,"Art",90,5,"B",8,25,520,0,38.88,568.817158931083
380,"Art",90,5,"B",8,43,588,1,38.88,568.817158931083
395,"Art",90,5,"B",8,39,564,1,38.88,568.817158931083
416,"Art",90,5,"B",8,32,534,0,38.88,568.817158931083
439,"Art",90,5,"B",8,44,592,1,38.88,568.817158931083
482,"Art",90,5,"B",8,29,536,0,38.88,568.817158931083
528,"Art",90,5,"B",8,50,610,1,38.88,568.817158931083
578,"Art",90,5,"B",8,50,616,1,38.88,568.817158931083
591,"Art",90,5,"B",8,40,578,1,38.88,568.817158931083
599,"Art",90,5,"B",8,48,598,1,38.88,568.817158931083
626,"Art",90,5,"B",8,52,609,1,38.88,568.817158931083
638,"Art",90,5,"B",8,36,560,0,38.88,568.817158931083
698,"Art",90,5,"B",8,35,538,1,38.88,568.817158931083
703,"Art",90,5,"B",8,30,529,0,38.88,568.817158931083
745,"Art",90,5,"B",8,40,572,1,38.88,568.817158931083
808,"Art",90,5,"B",8,60,651,1,38.88,568.817158931083
827,"Art",90,5,"B",8,36,555,1,38.88,568.817158931083
918,"Art",90,5,"B",8,31,543,0,38.88,568.817158931083
941,"Art",90,5,"B",8,37,564,0,38.88,568.817158931083
965,"Art",90,5,"B",8,27,530,0,38.88,568.817158931083
970,"Art",90,5,"B",8,34,553,0,38.88,568.817158931083
48,"Art",89,5,"B",8,32,543,0,38.88,568.817158931083
95,"Art",89,5,"B",8,27,530,0,38.88,568.817158931083
128,"Art",89,5,"B",8,37,566,0,38.88,568.817158931083
143,"Art",89,5,"B",8,34,547,1,38.88,568.817158931083
157,"Art",89,5,"B",8,32,548,0,38.88,568.817158931083
238,"Art",89,5,"B",8,44,595,1,38.88,568.817158931083
305,"Art",89,5,"B",8,40,564,1,38.88,568.817158931083
425,"Art",89,5,"B",8,36,552,1,38.88,568.817158931083
494,"Art",89,5,"B",8,39,574,1,38.88,568.817158931083
565,"Art",89,5,"B",8,44,595,0,38.88,568.817158931083
590,"Art",89,5,"B",8,33,543,1,38.88,568.817158931083
662,"Art",89,5,"B",8,26,527,0,38.88,568.817158931083
694,"Art",89,5,"B",8,43,577,0,38.88,568.817158931083
759,"Art",89,5,"B",8,35,542,1,38.88,568.817158931083
796,"Art",89,5,"B",8,36,556,0,38.88,568.817158931083
830,"Art",89,5,"B",8,41,573,1,38.88,568.817158931083
841,"Art",89,5,"B",8,45,585,1,38.88,568.817158931083
919,"Art",89,5,"B",8,21,497,0,38.88,568.817158931083
27,"Art",88,5,"B",8,30,533,0,38.88,568.817158931083
31,"Art",88,5,"B",8,26,518,0,38.88,568.817158931083
55,"Art",88,5,"B",8,45,587,1,38.88,568.817158931083
166,"Art",88,5,"B",8,39,565,1,38.88,568.817158931083
187,"Art",88,5,"B",8,46,588,1,38.88,568.817158931083
208,"Art",88,5,"B",8,34,550,1,38.88,568.817158931083
266,"Art",88,5,"B",8,46,601,1,38.88,568.817158931083
268,"Art",88,5,"B",8,35,561,1,38.88,568.817158931083
287,"Art",88,5,"B",8,38,565,1,38.88,568.817158931083
302,"Art",88,5,"B",8,43,590,1,38.88,568.817158931083
343,"Art",88,5,"B",8,28,536,0,38.88,568.817158931083
353,"Art",88,5,"B",8,42,584,1,38.88,568.817158931083
366,"Art",88,5,"B",8,30,542,0,38.88,568.817158931083
384,"Art",88,5,"B",8,31,545,1,38.88,568.817158931083
399,"Art",88,5,"B",8,38,565,1,38.88,568.817158931083
426,"Art",88,5,"B",8,43,586,1,38.88,568.817158931083
427,"Art",88,5,"B",8,40,563,0,38.88,568.817158931083
440,"Art",88,5,"B",8,38,561,1,38.88,568.817158931083
466,"Art",88,5,"B",8,48,603,0,38.88,568.817158931083
509,"Art",88,5,"B",8,31,535,1,38.88,568.817158931083
511,"Art",88,5,"B",8,43,578,1,38.88,568.817158931083
519,"Art",88,5,"B",8,38,576,0,38.88,568.817158931083
531,"Art",88,5,"B",8,42,582,1,38.88,568.817158931083
576,"Art",88,5,"B",8,30,533,1,38.88,568.817158931083
602,"Art",88,5,"B",8,44,583,1,38.88,568.817158931083
612,"Art",88,5,"B",8,29,531,0,38.88,568.817158931083
619,"Art",88,5,"B",8,35,551,1,38.88,568.817158931083
621,"Art",88,5,"B",8,28,534,0,38.88,568.817158931083
661,"Art",88,5,"B",8,39,573,1,38.88,568.817158931083
669,"Art",88,5,"B",8,52,614,1,38.88,568.817158931083
743,"Art",88,5,"B",8,28,530,0,38.88,568.817158931083
889,"Art",88,5,"B",8,38,561,1,38.88,568.817158931083
914,"Art",88,5,"B",8,52,611,1,38.88,568.817158931083
949,"Art",88,5,"B",8,34,551,0,38.88,568.817158931083
957,"Art",88,5,"B",8,41,574,1,38.88,568.817158931083
964,"Art",88,5,"B",8,36,556,0,38.88,568.817158931083
69,"Art",87,4,"C",6,33,560,0,36.83,568.817158931083
132,"Art",87,4,"C",6,36,576,0,36.83,568.817158931083
135,"Art",87,4,"C",6,34,562,1,36.83,568.817158931083
173,"Art",87,4,"C",6,29,544,0,36.83,568.817158931083
218,"Art",87,4,"C",6,42,592,1,36.83,568.817158931083
340,"Art",87,4,"C",6,36,573,0,36.83,568.817158931083
372,"Art",87,4,"C",6,37,564,0,36.83,568.817158931083
434,"Art",87,4,"C",6,43,588,1,36.83,568.817158931083
560,"Art",87,4,"C",6,40,582,0,36.83,568.817158931083
625,"Art",87,4,"C",6,43,578,1,36.83,568.817158931083
643,"Art",87,4,"C",6,44,594,1,36.83,568.817158931083
648,"Art",87,4,"C",6,42,583,1,36.83,568.817158931083
668,"Art",87,4,"C",6,35,567,1,36.83,568.817158931083
686,"Art",87,4,"C",6,26,522,0,36.83,568.817158931083
792,"Art",87,4,"C",6,50,612,1,36.83,568.817158931083
861,"Art",87,4,"C",6,41,579,1,36.83,568.817158931083
892,"Art",87,4,"C",6,26,516,0,36.83,568.817158931083
922,"Art",87,5,"B",8,42,580,1,38.88,568.817158931083
931,"Art",87,5,"B",8,42,587,1,38.88,568.817158931083
974,"Art",87,5,"B",8,35,549,1,38.88,568.817158931083
982,"Art",87,5,"B",8,54,624,1,38.88,568.817158931083
986,"Art",87,5,"B",8,40,564,1,38.88,568.817158931083
39,"Art",86,4,"C",6,20,510,0,36.83,568.817158931083
49,"Art",86,4,"C",6,39,578,1,36.83,568.817158931083
105,"Art",86,4,"C",6,41,579,1,36.83,568.817158931083
112,"Art",86,4,"C",6,33,561,1,36.83,568.817158931083
133,"Art",86,4,"C",6,25,524,0,36.83,568.817158931083
219,"Art",86,4,"C",6,38,564,1,36.83,568.817158931083
267,"Art",86,4,"C",6,48,612,1,36.83,568.817158931083
307,"Art",86,4,"C",6,50,614,1,36.83,568.817158931083
313,"Art",86,4,"C",6,50,609,1,36.83,568.817158931083
371,"Art",86,4,"C",6,47,607,1,36.83,568.817158931083
383,"Art",86,4,"C",6,35,562,1,36.83,568.817158931083
442,"Art",86,4,"C",6,29,537,0,36.83,568.817158931083
448,"Art",86,4,"C",6,30,538,1,36.83,568.817158931083
468,"Art",86,4,"C",6,34,554,1,36.83,568.817158931083
527,"Art",86,4,"C",6,32,542,1,36.83,568.817158931083
614,"Art",86,4,"C",6,35,560,1,36.83,568.817158931083
697,"Art",86,4,"C",6,30,546,1,36.83,568.817158931083
793,"Art",86,4,"C",6,31,535,0,36.83,568.817158931083
60,"Art",85,4,"C",6,19,493,0,36.83,568.817158931083
83,"Art",85,4,"C",6,33,543,1,36.83,568.817158931083
129,"Art",85,4,"C",6,37,568,1,36.83,568.817158931083
169,"Art",85,4,"C",6,47,609,1,36.83,568.817158931083
278,"Art",85,4,"C",6,29,534,0,36.83,568.817158931083
303,"Art",85,4,"C",6,44,588,1,36.83,568.817158931083
352,"Art",85,4,"C",6,32,544,0,36.83,568.817158931083
367,"Art",85,4,"C",6,39,573,0,36.83,568.817158931083
456,"Art",85,4,"C",6,31,540,1,36.83,568.817158931083
473,"Art",85,4,"C",6,38,573,1,36.83,568.817158931083
510,"Art",85,4,"C",6,42,578,1,36.83,568.817158931083
567,"Art",85,4,"C",6,30,543,0,36.83,568.817158931083
607,"Art",85,4,"C",6,43,583,1,36.83,568.817158931083
666,"Art",85,4,"C",6,36,561,1,36.83,568.817158931083
671,"Art",85,4,"C",6,38,567,1,36.83,568.817158931083
728,"Art",85,4,"C",6,43,582,1,36.83,568.817158931083
761,"Art",85,4,"C",6,34,555,1,36.83,568.817158931083
762,"Art",85,4,"C",6,35,543,1,36.83,568.817158931083
790,"Art",85,4,"C",6,41,572,1,36.83,568.817158931083
800,"Art",85,4,"C",6,29,535,0,36.83,568.817158931083
909,"Art",85,4,"C",6,30,535,0,36.83,568.817158931083
8,"Art",84,4,"C",6,42,577,1,36.83,568.817158931083
13,"Art",84,4,"C",6,33,555,0,36.83,568.817158931083
62,"Art",84,4,"C",6,32,543,1,36.83,568.817158931083
179,"Art",84,4,"C",6,33,547,0,36.83,568.817158931083
188,"Art",84,4,"C",6,43,592,1,36.83,568.817158931083
194,"Art",84,4,"C",6,44,597,1,36.83,568.817158931083
199,"Art",84,4,"C",6,25,522,0,36.83,568.817158931083
276,"Art",84,4,"C",6,36,553,1,36.83,568.817158931083
387,"Art",84,4,"C",6,25,524,1,36.83,568.817158931083
402,"Art",84,4,"C",6,37,563,1,36.83,568.817158931083
446,"Art",84,4,"C",6,46,591,1,36.83,568.817158931083
490,"Art",84,4,"C",6,36,565,1,36.83,568.817158931083
497,"Art",84,4,"C",6,46,596,1,36.83,568.817158931083
535,"Art",84,4,"C",6,37,559,0,36.83,568.817158931083
577,"Art",84,4,"C",6,40,582,0,36.83,568.817158931083
582,"Art",84,4,"C",6,46,600,1,36.83,568.817158931083
597,"Art",84,4,"C",6,42,581,1,36.83,568.817158931083
636,"Art",84,4,"C",6,26,523,1,36.83,568.817158931083
659,"Art",84,4,"C",6,43,582,1,36.83,568.817158931083
713,"Art",84,4,"C",6,33,551,0,36.83,568.817158931083
719,"Art",84,4,"C",6,28,520,1,36.83,568.817158931083
732,"Art",84,4,"C",6,36,566,1,36.83,568.817158931083
755,"Art",84,4,"C",6,25,530,0,36.83,568.817158931083
819,"Art",84,4,"C",6,34,549,1,36.83,568.817158931083
845,"Art",84,4,"C",6,46,593,1,36.83,568.817158931083
925,"Art",84,4,"C",6,34,559,1,36.83,568.817158931083
952,"Art",84,4,"C",6,43,584,1,36.83,568.817158931083
98,"Art",83,4,"C",6,26,518,0,36.83,568.817158931083
162,"Art",83,4,"C",6,38,577,0,36.83,568.817158931083
201,"Art",83,4,"C",6,44,595,1,36.83,568.817158931083
232,"Art",83,4,"C",6,39,569,0,36.83,568.817158931083
242,"Art",83,4,"C",6,35,554,0,36.83,568.817158931083
318,"Art",83,4,"C",6,42,589,0,36.83,568.817158931083
324,"Art",83,4,"C",6,27,536,1,36.83,568.817158931083
327,"Art",83,4,"C",6,26,522,0,36.83,568.817158931083
328,"Art",83,4,"C",6,42,589,1,36.83,568.817158931083
333,"Art",83,4,"C",6,42,571,1,36.83,568.817158931083
351,"Art",83,4,"C",6,38,573,1,36.83,568.817158931083
386,"Art",83,4,"C",6,31,546,1,36.83,568.817158931083
405,"Art",83,4,"C",6,40,571,0,36.83,568.817158931083
454,"Art",83,4,"C",6,30,541,0,36.83,568.817158931083
476,"Art",83,4,"C",6,38,561,0,36.83,568.817158931083
572,"Art",83,4,"C",6,44,591,0,36.83,568.817158931083
579,"Art",83,4,"C",6,33,559,0,36.83,568.817158931083
601,"Art",83,4,"C",6,46,603,1,36.83,568.817158931083
